card_set,total_cards,signed_cards,known_autos,unknown_autos,total_known_signed_cards
"coaches ticket autographs printing plate cyan",24,24,24,0,24
"coaches ticket autographs printing plate magenta",24,24,24,0,24
"coaches ticket autographs printing plate yellow",24,24,24,0,24
"coaches ticket gold",25,0,0,0,0
"coaches ticket platinum",25,0,0,0,0
"college bowl championship ticket",175,0,0,0,0
"college bowl ticket",196,0,0,0,0
"college building blocks ticket",196,0,0,0,0
"college campus ticket",175,0,0,0,0
"college championship ticket",196,0,0,0,0
"college cracked ice ticket",372,0,0,0,0
"college diamond ticket",196,0,0,0,0
"college draft ticket",175,0,0,0,0
"college draft ticket blue foil",196,0,0,0,0
"college draft ticket green foil",195,0,0,0,0
"college draft ticket touchdown ticket",196,0,0,0,0
"college fame ticket",196,0,0,0,0
"college greats greats signatures gold",19,19,19,0,190
"college greats greats signatures ruby",15,15,15,0,624
"college greats signatures",19,19,19,0,1024
"college greats signatures platinum",19,19,19,0,19
"college materials signature booklet",122,122,122,0,11999
"college materials signature booklet 150th anniversary logo",36,36,36,0,180
"college materials signature booklet blue",122,122,122,0,8476
"college materials signature booklet bowl logo 1",101,101,101,0,955
"college materials signature booklet bowl logo 2",84,84,84,0,799
"college materials signature booklet bowl logo 3",59,59,59,0,567
"college materials signature booklet bowl logo 4",17,17,17,0,82
"college materials signature booklet brand logo",104,104,104,0,413
"college materials signature booklet championship logo",27,27,27,0,270
"college materials signature booklet conference logo",119,119,119,0,119
"college materials signature booklet gold",124,124,124,0,5369
"college materials signature booklet laundry tag team logo",32,32,32,0,307
"college materials signature booklet platinum",125,125,125,0,3045
"college materials signature booklet red",125,125,125,0,1266
"college materials signature booklet team logo",94,94,94,0,385
"college materials signature booklet team slogan",31,31,31,0,144
"college materials signatures",231,231,231,0,22222
"college materials signatures 150th anniversary logo",48,48,48,0,228
"college materials signatures 150th logo anniversary",46,46,46,0,230
"college materials signatures black",49,49,49,0,49
"college materials signatures blue",229,229,229,0,10963
"college materials signatures bowl logo 1",195,195,195,0,1911
"college materials signatures bowl logo 2",158,158,158,0,1560
"college materials signatures bowl logo 3",96,96,96,0,924
"college materials signatures bowl logo 4",13,13,13,0,105
"college materials signatures brand logo",205,205,205,0,406
"college materials signatures championship logo",26,26,26,0,126
"college materials signatures conference logo",211,211,211,0,211
"college materials signatures emerald",225,225,225,0,1117
"college materials signatures gold",224,224,224,0,2219
"college materials signatures platinum",178,178,178,0,178
"college materials signatures printing plates black",48,48,48,0,48
"college materials signatures printing plates cyan",48,48,48,0,48
"college materials signatures printing plates magenta",48,48,48,0,48
"college materials signatures printing plates yellow",48,48,48,0,48
"college materials signatures purple",125,125,125,0,3104
"college materials signatures red",174,174,174,0,1767
"college materials signatures silver",226,226,226,0,7321
"college materials signatures team logo shield",120,120,120,0,120
"college materials signatures team slogan",56,56,56,0,268
"college playoff ticket",196,0,0,0,0
"college silhouettes 150th anniversary logo signatures",47,47,47,0,235
"college silhouettes bowl logo 1 signatures",45,45,45,0,420
"college silhouettes bowl logo 2 signatures",40,40,40,0,370
"college silhouettes bowl logo 3 signatures",30,30,30,0,270
"college silhouettes brand logo signatures",46,46,46,0,91
"college silhouettes championship logo signatures",16,16,16,0,80
"college silhouettes conference logo signatures",45,45,45,0,45
"college silhouettes prime signatures",49,49,49,0,1195
"college silhouettes signatures",229,229,229,0,22203
"college silhouettes signatures 150th anniversary logo",48,48,48,0,228
"college silhouettes signatures blue",227,227,227,0,10919
"college silhouettes signatures bowl logo 1",143,143,143,0,1394
"college silhouettes signatures bowl logo 2",119,119,119,0,1185
"college silhouettes signatures bowl logo 3",66,66,66,0,613
"college silhouettes signatures bowl logo 4",12,12,12,0,85
"college silhouettes signatures brand logo",160,160,160,0,316
"college silhouettes signatures championship logo",10,10,10,0,46
"college silhouettes signatures conference logo",160,160,160,0,160
"college silhouettes signatures emerald",174,174,174,0,861
"college silhouettes signatures gold",172,172,172,0,1710
"college silhouettes signatures platinum",177,177,177,0,177
"college silhouettes signatures purple",123,123,123,0,3055
"college silhouettes signatures red",170,170,170,0,1719
"college silhouettes signatures silver",177,177,177,0,6127
"college silhouettes signatures team logo shield",84,84,84,0,84
"college silhouettes signatures team slogan",51,51,51,0,246
"college silhouettes team logo shields signatures",35,35,35,0,35
"college silhouettes team slogan",11,0,0,0,0
"college ticket",371,0,0,0,0
"college ticket blue",175,0,0,0,0
"college ticket blue explosion",180,0,0,0,0
"college ticket gold cracked ice",175,0,0,0,0
"college ticket green",179,0,0,0,0
"college ticket pink cracked ice",180,0,0,0,0
"college ticket printing plate black",371,0,0,0,0
"college ticket printing plate cyan",371,0,0,0,0
"college ticket printing plate magenta",371,0,0,0,0
"college ticket printing plate yellow",371,0,0,0,0
"college ticket purple",179,0,0,0,0
"college ticket red",175,0,0,0,0
"college ticket red cracked ice",180,0,0,0,0
"college ticket red explosion",179,0,0,0,0
"college ticket stub",175,0,0,0,0
"college ties autographs",40,40,0,40,0
"college ties black autographs",40,40,40,0,40
"college ties black ice autographs",40,40,40,0,40
"college ties black mosiac autographs",40,40,40,0,40
"college ties green ice autographs",40,40,40,0,720
"college ties ld autographs",40,40,40,0,400
"college ties ld ice autographs",40,40,40,0,280
"college ties ld vinyl autographs",40,40,40,0,200
"college ties orange pulsar autographs",40,40,40,0,800
"college ties white sparkle autographs",34,34,0,34,0
"collegiate champions",19,0,0,0,0
"collegiate champions gold",19,0,0,0,0
"collegiate champions green",19,0,0,0,0
"collegiate champions purple",19,0,0,0,0
"collegiate champions red",19,0,0,0,0
"collegiate connections",40,0,0,0,0
"collegiate connections bowl championship signatures",26,26,26,0,220
"collegiate connections building blocks",40,0,0,0,0
"collegiate connections building blocks signatures",46,46,46,0,460
"collegiate connections campus signatures",26,26,0,26,0
"collegiate connections championship",40,0,0,0,0
"collegiate connections championship signatures",46,46,46,0,46
"collegiate connections cracked ice",40,0,0,0,0
"collegiate connections cracked ice signatures",72,72,72,0,1656
"collegiate connections diamond",40,0,0,0,0
"collegiate connections diamond signatures",46,46,46,0,690
"collegiate connections draft signatures",28,28,28,0,28
"collegiate connections fame",40,0,0,0,0
"collegiate connections fame signatures",46,46,46,0,230
"collegiate connections game ticket",40,0,0,0,0
"collegiate connections red zone",40,0,0,0,0
"collegiate connections signatures",74,74,0,74,0
"collegiate connections touchdown",40,0,0,0,0
"collegiate helmet conference logo",42,0,0,0,0
"collegiate helmet team decals",73,0,0,0,0
"collegiate helmet team logos",89,0,0,0,0
"collegiate helmet usa flag",53,0,0,0,0
"collegiate helmets",3,0,0,0,0
"collegiate helmets signatures",15,15,15,0,735
"color blast",222,0,0,0,0
"color blast black",75,0,0,0,0
"color blast duals",70,0,0,0,0
"color blast duo",10,0,0,0,0
"color guard",60,0,0,0,0
"color guard laundry tag brand logo",20,0,0,0,0
"color guard laundry tag nfl shield",20,0,0,0,0
"color guard laundry tag players shield",20,0,0,0,0
"color guard prime",60,0,0,0,0
"color sphere",25,0,0,0,0
"color wheel",100,0,0,0,0
"color wheel black prizm",80,0,0,0,0
"color wheel gold prizm",80,0,0,0,0
colorblast,25,0,0,0,0
colorgraphs,19,0,0,0,0
"colorgraphs celestial",4,0,0,0,0
"colorgraphs gold",19,0,0,0,0
"colorgraphs hyper",4,0,0,0,0
"colorgraphs meta",17,0,0,0,0
"colorgraphs nebula",19,0,0,0,0
"colorgraphs neon blue",6,0,0,0,0
"colorgraphs neon green",8,0,0,0,0
"colorgraphs neon marble",19,0,0,0,0
"colorgraphs neon orange",19,0,0,0,0
"colorgraphs neon pink",19,0,0,0,0
"colorgraphs neon splatter",19,0,0,0,0
"colorgraphs psychedelic",19,0,0,0,0
"colorgraphs spectris",5,0,0,0,0
"colorgraphs supernova",3,0,0,0,0
"colossal materials",130,0,0,0,0
"colossal materials brand logo",120,0,0,0,0
"colossal materials laundry tag",118,0,0,0,0
"colossal materials nfl shield",119,0,0,0,0
"colossal materials prime",57,0,0,0,0
"colossal materials prime holo gold",120,0,0,0,0
"colossal materials prime holo silver",90,0,0,0,0
"colossal materials super prime",28,0,0,0,0
"colossal signatures",60,60,60,0,2616
"colossal signatures holo silver",41,41,41,0,995
"colossal signatures prime",21,21,21,0,360
"colossal signatures prime laundry tag",61,61,61,0,61
"colossal signatures prime logos",64,64,64,0,107
"colossal signatures prime nfl shield",64,64,64,0,64
"colossal signatures printing plate black",62,62,62,0,62
"colossal signatures printing plate cyan",64,64,64,0,64
"colossal signatures printing plate magenta",63,63,63,0,63
"colossal signatures printing plate yellow",64,64,64,0,64
"combo materials",58,0,0,0,0
"combo materials prime",57,0,0,0,0
"combo materials super prime",58,0,0,0,0
"combo player signature booklet",36,36,36,0,3073
"combo player signature booklet blue",36,36,36,0,1430
"combo player signature booklet gold",36,36,36,0,1080
"combo player signature prime booklet",36,36,36,0,778
"combo player signature prime booklet 150th anniversary logo",26,26,26,0,83
"combo player signature prime booklet bowl logo 1",31,31,31,0,140
"combo player signature prime booklet bowl logo 2",29,29,29,0,125
"combo player signature prime booklet bowl logo 3",25,25,25,0,134
"combo player signature prime booklet bowl logo 4",1,1,1,0,5
"combo player signature prime booklet brand logo",31,31,31,0,62
"combo player signature prime booklet championship logo",13,13,13,0,91
"combo player signature prime booklet conference logo",34,34,34,0,34
"combo player signature prime booklet laundry tag team logo",3,3,3,0,30
"combo player signature prime booklet team logo",23,23,23,0,59
"combo player signature prime booklet team slogan",5,5,5,0,17
"combo team materials",36,0,0,0,0
"combo team materials logo",36,0,0,0,0
"combo team materials prime",36,0,0,0,0
combos,12,0,0,0,0
"combos prime",12,0,0,0,0
"combos tags",12,0,0,0,0
components,20,0,0,0,0
"components citrine",20,0,0,0,0
"components emerald",20,0,0,0,0
"components gold",20,0,0,0,0
"components platinum",20,0,0,0,0
"components royal",20,0,0,0,0
"components ruby",20,0,0,0,0
"conference finals ticket",100,0,0,0,0
"conference ticket",300,0,0,0,0
"contenders autographs",28,28,28,0,2622
"contenders autographs bronze",33,33,33,0,825
"contenders autographs gold",35,35,35,0,350
"contenders autographs platinum",35,35,35,0,35
"contenders college ticket",25,0,0,0,0
"contenders college ticket autograph",61,61,21,40,1559
"contenders college ticket autograph blue",40,40,40,0,2538
"contenders college ticket autograph gold",61,61,61,0,610
"contenders college ticket autograph platinum",61,61,61,0,61
"contenders college ticket autograph purple",40,40,40,0,1348
"contenders college ticket autograph red",40,40,40,0,3728
"contenders college ticket blue",25,0,0,0,0
"contenders college ticket cracked ice",25,0,0,0,0
"contenders college ticket gold",25,0,0,0,0
"contenders college ticket green",25,0,0,0,0
"contenders college ticket green cracked ice",25,0,0,0,0
"contenders college ticket orange",25,0,0,0,0
"contenders college ticket pink",25,0,0,0,0
"contenders college ticket platinum",25,0,0,0,0
"contenders college ticket purple",25,0,0,0,0
"contenders college ticket red",25,0,0,0,0
"contenders optic",59,0,0,0,0
"contenders optic base",25,0,0,0,0
"contenders optic base autograph black finite",17,17,17,0,17
"contenders optic base autograph gold",17,17,17,0,170
"contenders optic base autograph gold vinyl",17,17,17,0,17
"contenders optic base autograph silver",17,17,17,0,1413
"contenders optic base blue",25,0,0,0,0
"contenders optic base cracked ice",25,0,0,0,0
"contenders optic base gold",25,0,0,0,0
"contenders optic base gold vinyl",25,0,0,0,0
"contenders optic base green",25,0,0,0,0
"contenders optic base green cracked ice",25,0,0,0,0
"contenders optic base orange",25,0,0,0,0
"contenders optic base pink",25,0,0,0,0
"contenders optic base purple",25,0,0,0,0
"contenders optic base red",25,0,0,0,0
"contenders optic base silver",25,0,0,0,0
"contenders optic black",25,0,0,0,0
"contenders optic blue",34,0,0,0,0
"contenders optic bronze",34,0,0,0,0
"contenders optic college ticket autograph",20,20,20,0,790
"contenders optic college ticket autograph blue",20,20,20,0,402
"contenders optic college ticket autograph bronze",18,18,0,18,0
"contenders optic college ticket autograph gold",20,20,20,0,115
"contenders optic college ticket autograph gold vinyl",20,20,20,0,20
"contenders optic college ticket autograph pink",18,18,0,18,0
"contenders optic college ticket autograph purple",20,20,20,0,245
"contenders optic college ticket autograph red",20,20,20,0,650
"contenders optic cracked ice",34,0,0,0,0
"contenders optic gold",59,0,0,0,0
"contenders optic gold vinyl",59,0,0,0,0
"contenders optic green",25,0,0,0,0
"contenders optic green cracked ice",34,0,0,0,0
"contenders optic hyper",25,0,0,0,0
"contenders optic mojo",25,0,0,0,0
"contenders optic pink",34,0,0,0,0
"contenders optic purple",34,0,0,0,0
"contenders optic red",34,0,0,0,0
"contenders optic rookie ticket rps preview blue",73,0,0,0,0
"contenders optic rookie ticket rps preview green",73,0,0,0,0
"contenders optic rookie ticket rps preview red",73,0,0,0,0
"contenders optic rookie ticket variation rps preview blue",73,0,0,0,0
"contenders optic rookie ticket variation rps preview green",74,0,0,0,0
"contenders optic rookie ticket variation rps preview red",73,0,0,0,0
"contenders optic silver",34,0,0,0,0
"contenders optic veteran ticket preview blue",22,0,0,0,0
"contenders optic veteran ticket preview green",21,0,0,0,0
"contenders optic veteran ticket preview red",21,0,0,0,0
"contenders pennants",25,0,0,0,0
"contenders series",20,0,0,0,0
"contenders series emerald",20,0,0,0,0
"contenders series gold",20,0,0,0,0
"contenders series platinum",20,0,0,0,0
"contenders series silver",20,0,0,0,0
"contenders to canton",5,0,0,0,0
"contenders to canton autographs",19,19,19,0,395
"contenders to canton autographs gold",19,19,19,0,190
"contenders to canton autographs platinum",19,19,19,0,19
"contenders to canton black",5,0,0,0,0
"contenders to canton blue",5,0,0,0,0
"contenders to canton gold",5,0,0,0,0
contours,72,0,0,0,0
"contours black",72,0,0,0,0
"contours blue",72,0,0,0,0
"contours bronze",72,0,0,0,0
"contours celestial",32,0,0,0,0
"contours gold",72,0,0,0,0
"contours green",72,0,0,0,0
"contours hyper",32,0,0,0,0
"contours lazer",32,0,0,0,0
"contours orange",72,0,0,0,0
"contours pandora",32,0,0,0,0
"contours pink",40,0,0,0,0
"contours purple",72,0,0,0,0
"contours red",72,0,0,0,0
"contours silver lazer",20,0,0,0,0
"contours silver seismic",20,0,0,0,0
"contours stars",32,0,0,0,0
"contours teal",72,0,0,0,0
"contours wave",32,0,0,0,0
"contours white shimmer",52,0,0,0,0
"contours yellow",40,0,0,0,0
"cosmic storm signatures",17,17,0,17,0
"cosmic storm signatures blue",21,21,21,0,515
"cosmic storm signatures contra",22,22,0,22,0
"cosmic storm signatures gold",22,22,22,0,220
"cosmic storm signatures green",23,23,23,0,115
"cosmic storm signatures purple",21,21,21,0,1000
"cosmic storm signatures red",21,21,21,0,1525
"cosmic storm signatures silver",21,21,21,0,2029
"cosmic storm signatures vibrant mojo",23,23,23,0,23
"cracked ice ticket",700,0,0,0,0
"craftsman jerseys",80,0,0,0,0
"craftsman jerseys prime",60,0,0,0,0
"craftsmen jerseys prime",20,0,0,0,0
"critical mass memorabilia blue",38,0,0,0,0
"critical mass memorabilia hydrogen",38,0,0,0,0
"critical mass memorabilia neon",38,0,0,0,0
"critical mass memorabilia orange",38,0,0,0,0
"critical mass memorabilia red",38,0,0,0,0
"cross training",202,0,0,0,0
"cross training premium",202,0,0,0,0
"cross training prime",202,0,0,0,0
"crossover rookie patch autographs",144,144,144,0,13706
"crossover rookie patch autographs brand logo",141,141,141,0,282
"crossover rookie patch autographs dual",12,12,12,0,120
"crossover rookie patch autographs dual platinum",12,12,12,0,12
"crossover rookie patch autographs holo gold",142,142,142,0,2020
"crossover rookie patch autographs holo silver",104,104,104,0,2600
"crossover rookie patch autographs laundry tag",144,144,144,0,720
"crossover rookie patch autographs nfl shield",140,140,140,0,140
"crown jewels",95,0,0,0,0
"crown royale",75,0,0,0,0
"crown royale bronze",75,0,0,0,0
